Order,ID,Theatre,Name,Original_Revival,Play_Musical,Genre,Sub_Genre,Opening,Closing,Performance Count,Cast Size,Capacity
407,HotFeet2006,Lyric ,Hot Feet,Original,Musical,Dance,,"Apr 30, 2006","Jul 23, 2006",97,39,1938
408,HowtoSucceedinBusinessWithoutReallyTrying1995,Richard Rodgers ,How to Succeed in Business Without Really Trying,Revival,Musical,Comedy,,"Mar 23, 1995","Jul 14, 1996",548,27,1400
409,HowtoSucceedinBusinessWithoutReallyTrying2011,Al Hirschfeld ,How to Succeed in Business Without Really Trying,Revival,Musical,Comedy,,"Mar 27, 2011","May 20, 2012",473,30,1424
410,Hughie1996,Circle in the Square ,Hughie,Revival,Play,,,"Aug 22, 1996","Nov 02, 1996",56,2,840
411,Hughie2016,Booth ,Hughie,Revival,Play,,,"Feb 25, 2016","Mar 27, 2016",37,3,766
412,Hurlyburly1984,Ethel Barrymore ,Hurlyburly,Original,Play,,,"Aug 07, 1984","Jun 02, 1985",343,11,1096
413,IAmMyOwnWife2003,Lyceum ,I Am My Own Wife,Original,Play,Drama,Solo,"Dec 03, 2003","Oct 31, 2004",360,1,922
414,IHateHamlet1991,Walter Kerr ,I Hate Hamlet,Original,Play,Comedy,,"Apr 08, 1991","Jun 22, 1991",88,6,945
415,I'llEatYouLast:AChatWithSueMengers2013,Booth ,I'll Eat You Last: A Chat With Sue Mengers,Original,Play,Solo,,"Apr 24, 2013","Jun 30, 2013",71,1,766
416,I'mNotRappaport1985,Booth ,I'm Not Rappaport,Original,Play,Comedy,,"Nov 19, 1985","Jan 17, 1988",891,12,766
417,I'mNotRappaport2002,Booth ,I'm Not Rappaport,Revival,Play,Comedy,,"Jul 25, 2002","Sep 08, 2002",53,12,766
418,I'mStillHere...DamnIt!1998,Booth ,I'm Still Here...Damn It!,Original,Play,Comedy,Solo,"Nov 05, 1998","Jan 02, 1999",51,1,766
419,IanMcKellen:ActingShakespeare1984,Walter Kerr ,Ian McKellen: Acting Shakespeare,Revival,Play,Solo,,"Jan 19, 1984","Feb 19, 1984",37,1,945
420,Ifyoueverleaveme...I'mgoingwithyou!2001,Cort ,If you ever leave me...I'm going with you!,Original,Play,Comedy,,"Aug 06, 2001","Sep 23, 2001",53,2,1084
421,If/Then2014,Richard Rodgers ,If/Then,Original,Musical,,,"Mar 30, 2014","Mar 22, 2015",401,21,1400
422,ImaginaryFriends2002,Ethel Barrymore ,Imaginary Friends,Original,Play,Play with music,,"Dec 12, 2002","Feb 16, 2003",76,15,1096
423,Impressionism2009,Gerald Schoenfeld ,Impressionism,Original,Play,Drama,,"Mar 24, 2009","May 10, 2009",56,14,1079
424,InMyLife2005,Music Box ,In My Life,Original,Musical,,,"Oct 20, 2005","Dec 11, 2005",61,13,1009
425,IntheHeights2008,Richard Rodgers ,In the Heights,Original,Musical,,,"Mar 09, 2008","Jan 09, 2011",1184,27,1400
426,IntheNextRoom2009,Lyceum ,In the Next Room,Original,Play,Comedy,,"Nov 19, 2009","Jan 10, 2010",60,12,922
427,IntheSummerHouse1993,Vivian Beaumont ,In the Summer House,Revival,Play,,,"Aug 01, 1993","Aug 22, 1993",25,18,1080
428,InTransit2016,Circle in the Square ,In Transit,Original,Musical,,,"Dec 11, 2016","Apr 16, 2017",145,16,840
429,Indecent2017,Cort ,Indecent,Original,Play,Drama,Play with music,"Apr 18, 2017","Aug 06, 2017",128,13,1084
430,Indiscretions1995,Ethel Barrymore ,Indiscretions,Original,Play,Drama,,"Apr 27, 1995","Nov 04, 1995",220,10,1096
431,InherittheWind1996,Bernard B. Jacobs ,Inherit the Wind,Revival,Play,Drama,,"Apr 04, 1996","May 12, 1996",45,51,1078
432,InherittheWind2007,Lyceum ,Inherit the Wind,Revival,Play,Drama,,"Apr 12, 2007","Jul 08, 2007",100,34,922
433,IntotheLight1986,Neil Simon ,Into the Light,Original,Musical,,,"Oct 22, 1986","Oct 26, 1986",6,22,1467
434,IntotheWoods1987,Al Hirschfeld ,Into the Woods,Original,Musical,Comedy,Drama,"Nov 05, 1987","Sep 03, 1989",765,23,1424
435,IntotheWoods2002,Broadhurst ,Into the Woods,Revival,Musical,Comedy,Drama,"Apr 30, 2002","Dec 29, 2002",279,24,1186
436,Irena'sVow2009,Walter Kerr ,Irena's Vow,Original,Play,Drama,,"Mar 29, 2009","Jun 28, 2009",105,14,945
437,IrvingBerlin'sWhiteChristmas2008,Marquis ,Irving Berlin's White Christmas,Original,Musical,Comedy,,"Nov 23, 2008","Jan 04, 2009",53,33,1612
438,IrvingBerlin'sWhiteChristmas2009,Marquis ,Irving Berlin's White Christmas,Original,Musical,Comedy,,"Nov 22, 2009","Jan 03, 2010",51,33,1612
439,IsHeDead?2007,Lyceum ,Is He Dead?,Original,Play,Comedy,,"Dec 09, 2007","Mar 09, 2008",105,15,922
440,ItAin'tNothin'ButtheBlues1999,Ambassador ,It Ain't Nothin' But the Blues,Original,Musical,Revue,,"Apr 26, 1999","Jan 09, 2000",284,8,1125
441,ItShouldaBeenYou2015,Brooks Atkinson ,It Shoulda Been You,Original,Musical,Comedy,,"Apr 14, 2015","Aug 09, 2015",135,18,1094
442,It'saSlipperySlope1996,Vivian Beaumont ,It's a Slippery Slope,Original,Special,One Act,Solo,"Nov 10, 1996","Jan 06, 1997",17,1,1080
443,It'sOnlyaPlay2014,Gerald Schoenfeld ,It's Only a Play,Original,Play,Comedy,,"Oct 09, 2014","Jun 07, 2015",274,10,1079
444,Ivanov1997,Vivian Beaumont ,Ivanov,Revival,Play,,,"Nov 20, 1997","Jan 04, 1998",51,21,1080
445,Jack:ANightontheTownwithJohnBarrymore1996,Belasco ,Jack: A Night on the Town with John Barrymore,Original,Play,Solo,,"Apr 24, 1996","May 05, 1996",12,1,1018
446,Jackie1997,Belasco ,Jackie,Original,Play,,,"Nov 10, 1997","Mar 01, 1998",128,12,1018
447,JackieMason'sLaughingRoomOnly2003,Brooks Atkinson ,Jackie Mason's Laughing Room Only,Original,Musical,Comedy,,"Nov 19, 2003","Nov 30, 2003",14,8,1094
448,Jake'sWomen1992,Neil Simon ,Jake's Women,Original,Play,Comedy,,"Mar 24, 1992","Oct 25, 1992",245,14,1467
449,JamesJoyce'sTheDead2000,Belasco ,James Joyce's The Dead,Original,Musical,Drama,,"Jan 11, 2000","Apr 16, 2000",120,20,1018
450,JaneEyre2000,Brooks Atkinson ,Jane Eyre,Original,Musical,,,"Dec 10, 2000","Jun 10, 2001",209,22,1094
451,Jekyll&Hyde1997,Gerald Schoenfeld ,Jekyll & Hyde,Original,Musical,Drama,,"Apr 28, 1997","Jan 07, 2001",1543,27,1079
452,Jekyll&Hyde2013,Marquis ,Jekyll & Hyde,Revival,Musical,Drama,,"Apr 18, 2013","May 12, 2013",30,23,1612
453,Jelly'sLastJam1992,August Wilson ,Jelly's Last Jam,Original,Musical,,,"Apr 26, 1992","Sep 05, 1993",569,31,1228
454,JeromeKernGoestoHollywood1986,Walter Kerr ,Jerome Kern Goes to Hollywood,Original,Musical,Revue,,"Jan 23, 1986","Feb 02, 1986",13,6,945
455,JeromeRobbins'Broadway1989,Imperial ,Jerome Robbins' Broadway,Original,Musical,Revue,Dance,"Feb 26, 1989","Sep 01, 1990",633,62,1443
456,JerrySeinfeld:LiveOnBroadway1998,Broadhurst ,Jerry Seinfeld: Live On Broadway,Original,Play,Solo,,"Aug 05, 1998","Aug 09, 1998",10,2,1186
457,Jerry'sGirls1985,St. James ,Jerry's Girls,Original,Musical,Revue,,"Dec 18, 1985","Apr 20, 1986",141,12,1709
458,JerseyBoys2005,August Wilson ,Jersey Boys,Original,Musical,,,"Nov 06, 2005","Jan 15, 2017",4642,16,1228
459,Jerusalem2011,Music Box ,Jerusalem,Original,Play,Drama,,"Apr 21, 2011","Aug 21, 2011",141,20,1009
460,JesusChristSuperstar2000,Lyric ,Jesus Christ Superstar,Revival,Musical,Drama,,"Apr 16, 2000","Sep 03, 2000",161,35,1938
461,JesusChristSuperstar2012,Neil Simon ,Jesus Christ Superstar,Revival,Musical,Drama,,"Mar 22, 2012","Jul 01, 2012",116,29,1467
462,Jitney2017,Samuel J. Friedman ,Jitney,Original,Play,Drama,,"Jan 19, 2017","Mar 12, 2017",62,13,650
463,JoeEgg1985,Longacre ,Joe Egg,Revival,Play,Comedy,,"Mar 27, 1985","Jun 23, 1985",93,10,1091
464,JoeTurner'sComeandGone1988,Ethel Barrymore ,Joe Turner's Come and Gone,Original,Play,Drama,,"Mar 27, 1988","Jun 26, 1988",105,16,1096
465,JoeTurner'sComeandGone2009,Belasco ,Joe Turner's Come and Gone,Revival,Play,Drama,,"Apr 16, 2009","Jun 14, 2009",69,18,1018
466,JosephandtheAmazingTechnicolorDreamcoat1993,Minskoff ,Joseph and the Amazing Technicolor Dreamcoat,Revival,Musical,Comedy,,"Nov 10, 1993","May 29, 1994",231,31,1710
467,Journey'sEnd2007,Belasco ,Journey's End,Revival,Play,Drama,,"Feb 22, 2007","Jun 10, 2007",125,11,1018
468,JuanDarien1996,Vivian Beaumont ,Juan Darien,Original,Musical,Puppets,,"Nov 24, 1996","Jan 05, 1997",49,19,1080
469,JudgmentatNuremberg2001,Longacre ,Judgment at Nuremberg,Original,Play,Drama,,"Mar 26, 2001","May 13, 2001",56,23,1091
470,"JuliaSweeney'sGodSaid""Ha!""1996",Lyceum ,"Julia Sweeney's God Said ""Ha!""",Original,Play,Solo,,"Nov 19, 1996","Dec 08, 1996",22,1,922
471,JuliusCaesar2005,Belasco ,Julius Caesar,Revival,Play,Tragedy,,"Apr 03, 2005","Jun 12, 2005",81,30,1018
472,Jumpers2004,Brooks Atkinson ,Jumpers,Revival,Play,Farce,,"Apr 25, 2004","Jul 11, 2004",89,20,1094
473,JunoandthePaycock1988,John Golden ,Juno and the Paycock,Revival,Play,Drama,,"Jun 21, 1988","Jul 02, 1988",12,16,805
474,KatandtheKings1999,Cort ,Kat and the Kings,Original,Musical,Comedy,,"Aug 19, 1999","Jan 02, 2000",157,9,1084
475,KingCharlesIII2015,Music Box ,King Charles III,Original,Play,,,"Nov 01, 2015","Jan 31, 2016",103,17,1009
476,KingDavid1997,New Amsterdam ,King David,Original,Special,Concert,,"May 18, 1997","May 23, 1997",6,46,1747
477,KingHedleyII2001,August Wilson ,King Hedley II,Original,Play,Drama,,"May 01, 2001","Jul 01, 2001",72,10,1228
478,KingLear2004,Vivian Beaumont ,King Lear,Revival,Play,Tragedy,,"Mar 04, 2004","Apr 18, 2004",33,29,1080
479,Kipling1984,Bernard B. Jacobs ,Kipling,Original,Play,Solo,,"Oct 10, 1984","Oct 21, 1984",12,1,1078
480,"KissMe,Kate1999",Al Hirschfeld ,"Kiss Me, Kate",Revival,Musical,Comedy,,"Nov 18, 1999","Dec 30, 2001",881,28,1424
481,KissoftheSpiderWoman1993,Broadhurst ,Kiss of the Spider Woman,Original,Musical,Drama,,"May 03, 1993","Jul 01, 1995",904,21,1186
482,LaBête1991,Eugene O'Neill ,La Bête,Original,Play,Comedy,,"Feb 10, 1991","Mar 02, 1991",25,15,1066
483,LaBête2010,Music Box ,La Bête,Revival,Play,Comedy,,"Oct 14, 2010","Jan 09, 2011",101,12,1009
484,LaBohème2002,Broadway ,La Bohème,Revival,Musical,Drama,Opera,"Dec 08, 2002","Jun 29, 2003",228,64,1761
485,LaCageauxFolles1983,Palace ,La Cage aux Folles,Original,Musical,Comedy,,"Aug 21, 1983","Nov 15, 1987",1761,35,1743
486,LaCageauxFolles2004,Marquis ,La Cage aux Folles,Revival,Musical,Comedy,,"Dec 09, 2004","Jun 26, 2005",229,33,1612
487,LaCageauxFolles2010,Longacre ,La Cage aux Folles,Revival,Musical,Comedy,,"Apr 18, 2010","May 01, 2011",433,23,1091
488,LaTragediedeCarmen1983,Vivian Beaumont ,La Tragedie de Carmen,Original,Musical,Opera,,"Nov 17, 1983","Apr 28, 1984",187,22,1080
489,LadyDayatEmerson'sBar&Grill2014,Circle in the Square ,Lady Day at Emerson's Bar & Grill,Original,Play,Play with music,,"Apr 13, 2014","Oct 05, 2014",173,3,840
490,LargelyNewYork1989,St. James ,Largely New York,Original,Play,Comedy,,"May 01, 1989","Sep 02, 1989",144,20,1709
491,Latinologues2005,Helen Hayes ,Latinologues,Original,Play,Monologue,,"Oct 13, 2005","Dec 31, 2005",93,6,597
492,Laughteronthe23rdFloor1993,Richard Rodgers ,Laughter on the 23rd Floor,Original,Play,Comedy,,"Nov 22, 1993","Aug 27, 1994",320,14,1400
493,LeaderofthePack1985,Ambassador ,Leader of the Pack,Original,Musical,Revue,,"Apr 08, 1985","Jul 21, 1985",120,21,1125
494,LeapofFaith2012,St. James ,Leap of Faith,Original,Musical,,,"Apr 26, 2012","May 13, 2012",19,33,1709
495,LegallyBlonde2007,Palace ,Legally Blonde,Original,Musical,Comedy,,"Apr 29, 2007","Oct 19, 2008",595,33,1743
496,LegsDiamond1988,Times Square Church,Legs Diamond,Original,Musical,,,"Dec 26, 1988","Feb 19, 1989",64,34,1505
497,LendMeaTenor1989,Bernard B. Jacobs ,Lend Me a Tenor,Original,Play,Comedy,Farce,"Mar 02, 1989","Apr 22, 1990",476,12,1078
498,LendMeaTenor2010,Music Box ,Lend Me a Tenor,Revival,Play,Comedy,Farce,"Apr 04, 2010","Aug 15, 2010",153,12,1009
499,Lennon2005,Broadhurst ,Lennon,Original,Musical,,,"Aug 14, 2005","Sep 24, 2005",49,13,1186
500,LesLiaisonsDangereuses1987,Music Box ,Les Liaisons Dangereuses,Original,Play,Drama,,"Apr 30, 1987","Sep 06, 1987",149,12,1009
501,LesLiaisonsDangereuses2008,American Airlines ,Les Liaisons Dangereuses,Revival,Play,Drama,,"May 01, 2008","Jul 06, 2008",77,14,740
502,LesLiaisonsDangereuses2016,Booth ,Les Liaisons Dangereuses,Revival,Play,,,"Oct 30, 2016","Jan 08, 2017",81,14,766
503,LesMisérables1987,Broadway ,Les Misérables,Original,Musical,Drama,,"Mar 12, 1987","May 18, 2003",6680,36,1761
504,LesMisérables2006,Broadhurst ,Les Misérables,Revival,Musical,Drama,,"Nov 09, 2006","Jan 06, 2008",463,38,1186
505,LesMisérables2014,Imperial ,Les Misérables,Revival,Musical,Drama,,"Mar 23, 2014","Sep 04, 2016",1024,38,1443
506,Lestat2006,Palace ,Lestat,Original,Musical,Drama,Thriller,"Apr 25, 2006","May 28, 2006",39,21,1743
507,LetticeandLovage1990,Ethel Barrymore ,Lettice and Lovage,Original,Play,Comedy,,"Mar 25, 1990","Dec 23, 1990",286,14,1096
508,Life(x)32003,Circle in the Square ,Life (x) 3,Original,Play,Comedy,,"Mar 31, 2003","Jun 29, 2003",104,6,840
509,Lillian1986,Ethel Barrymore ,Lillian,Original,Play,Solo,,"Jan 16, 1986","Feb 23, 1986",45,5,1096
510,LittleMe1998,Criterion Center Stage Right,Little Me,Revival,Musical,Comedy,,"Nov 12, 1998","Feb 07, 1999",99,22,499
511,LittleShopofHorrors2003,August Wilson ,Little Shop of Horrors,Original,Musical,Comedy,Puppets,"Oct 02, 2003","Aug 22, 2004",372,18,1228
512,LittleWomen2005,August Wilson ,Little Women,Original,Musical,,,"Jan 23, 2005","May 22, 2005",137,15,1228
513,LivingonLove2015,Longacre ,Living on Love,Original,Play,Comedy,,"Apr 20, 2015","May 03, 2015",16,12,1091
514,Lombardi2010,Circle in the Square ,Lombardi,Original,Play,,,"Oct 21, 2010","May 22, 2011",244,10,840
515,LondonAssurance1997,Criterion Center Stage Right,London Assurance,Revival,Play,Comedy,,"Apr 30, 1997","Jun 29, 1997",72,14,499
516,LongDay'sJourneyIntoNight1986,Broadhurst ,Long Day's Journey Into Night,Revival,Play,Drama,,"Apr 28, 1986","Jun 29, 1986",54,8,1186
517,LongDay'sJourneyIntoNight1988,Neil Simon ,Long Day's Journey Into Night,Revival,Play,Drama,,"Jun 14, 1988","Jul 23, 1988",28,8,1467
518,LongDay'sJourneyIntoNight2003,Gerald Schoenfeld ,Long Day's Journey Into Night,Revival,Play,Drama,,"May 06, 2003","Aug 31, 2003",117,9,1079
519,LongDay'sJourneyIntoNight2016,American Airlines ,Long Day's Journey Into Night,Revival,Play,Drama,,"Apr 27, 2016","Jun 26, 2016",61,9,740
520,Looped2010,Lyceum ,Looped,Original,Play,Comedy,,"Mar 14, 2010","Apr 11, 2010",33,5,922
521,Loot1986,Music Box ,Loot,Revival,Play,Comedy,,"Apr 07, 1986","Jun 28, 1986",96,8,1009
522,LosingLouie2006,Samuel J. Friedman ,Losing Louie,Original,Play,Comedy,,"Oct 12, 2006","Nov 26, 2006",53,10,650
523,LostinYonkers1991,Richard Rodgers ,Lost in Yonkers,Original,Play,Comedy,,"Feb 21, 1991","Jan 03, 1993",780,12,1400
524,LoveLetters1989,Edison ,Love Letters,Original,Play,,,"Oct 31, 1989","Jan 21, 1990",96,2,541
525,LoveLetters2014,Brooks Atkinson ,Love Letters,Revival,Play,,,"Sep 18, 2014","Dec 14, 2014",95,4,1094
526,Love!Valour!Compassion!1995,Walter Kerr ,Love! Valour! Compassion!,Original,Play,,,"Feb 14, 1995","Sep 17, 1995",248,10,945
527,Lovemusik2007,Samuel J. Friedman ,Lovemusik,Original,Musical,Drama,,"May 03, 2007","Jun 24, 2007",60,12,650
528,Lucifer'sChild1991,Music Box ,Lucifer's Child,Original,Play,Solo,,"Apr 04, 1991","Apr 27, 1991",28,1,1009
529,LuckyGuy2013,Broadhurst ,Lucky Guy,Original,Play,Drama,,"Apr 01, 2013","Jul 03, 2013",104,18,1186
530,LysistrataJones2011,Walter Kerr ,Lysistrata Jones,Original,Musical,Comedy,,"Dec 14, 2011","Jan 08, 2012",30,17,945
531,M.Butterfly1988,Eugene O'Neill ,M. Butterfly,Original,Play,Drama,,"Mar 20, 1988","Jan 27, 1990",777,15,1066
532,MaRainey'sBlackBottom1984,Cort ,Ma Rainey's Black Bottom,Original,Play,Drama,,"Oct 11, 1984","Jun 09, 1985",276,15,1084
533,MaRainey'sBlackBottom2003,Bernard B. Jacobs ,Ma Rainey's Black Bottom,Revival,Play,Drama,,"Feb 06, 2003","Apr 06, 2003",68,15,1078
534,Macbeth1988,Times Square Church,Macbeth,Revival,Play,Tragedy,,"Apr 21, 1988","Jun 26, 1988",77,30,1505
535,Macbeth2000,Music Box ,Macbeth,Revival,Play,Tragedy,,"Jun 15, 2000","Jun 25, 2000",13,19,1009
536,Macbeth2008,Lyceum ,Macbeth,Revival,Play,Tragedy,,"Apr 08, 2008","May 24, 2008",52,23,922
537,Macbeth2013,Vivian Beaumont ,Macbeth,Revival,Play,Tragedy,,"Apr 21, 2013","Jul 14, 2013",73,4,1080
538,Macbeth2013,Vivian Beaumont ,Macbeth,Revival,Play,Tragedy,,"Nov 21, 2013","Jan 12, 2014",60,28,1080
539,Machinal2014,American Airlines ,Machinal,Revival,Play,,,"Jan 16, 2014","Mar 02, 2014",52,18,740
540,Magic/Bird2012,Longacre ,Magic/Bird,Original,Play,Drama,,"Apr 11, 2012","May 12, 2012",37,9,1091
541,Mail1988,Music Box ,Mail,Original,Musical,,,"Apr 14, 1988","May 15, 1988",37,16,1009
542,MajorBarbara2001,American Airlines ,Major Barbara,Revival,Play,Comedy,,"Jul 12, 2001","Sep 16, 2001",74,22,740
543,MammaMia!2001,Winter Garden ,Mamma Mia!,Original,Musical,Comedy,,"Oct 18, 2001","Sep 12, 2015",5758,32,1526
544,ManandBoy2011,American Airlines ,Man and Boy,Revival,Play,,,"Oct 09, 2011","Nov 27, 2011",57,10,740
545,ManofLaMancha1992,Marquis ,Man of La Mancha,Revival,Musical,Drama,,"Apr 24, 1992","Jul 26, 1992",108,21,1612
546,ManofLaMancha2002,Al Hirschfeld ,Man of La Mancha,Revival,Musical,Drama,,"Dec 05, 2002","Aug 31, 2003",304,25,1424
547,MarieChristine1999,Vivian Beaumont ,Marie Christine,Original,Musical,Drama,,"Dec 02, 1999","Jan 09, 2000",42,32,1080
548,MarkTwainTonight!2005,Brooks Atkinson ,Mark Twain Tonight!,Original,Play,Solo,,"Jun 09, 2005","Jun 26, 2005",15,1,1094
549,Marlene1999,Cort ,Marlene,Original,Musical,,,"Apr 11, 1999","May 02, 1999",25,6,1084
550,MartinShort:FameBecomesMe2006,Bernard B. Jacobs ,Martin Short: Fame Becomes Me,Original,Musical,Comedy,Sketches,"Aug 17, 2006","Jan 07, 2007",165,10,1078
551,Marvin'sRoom2017,American Airlines ,Marvin's Room,Original,Play,Drama,,"Jun 29, 2017","Aug 27, 2017",68,13,740
552,MaryPoppins2006,New Amsterdam ,Mary Poppins,Original,Musical,,,"Nov 16, 2006","Mar 03, 2013",2619,42,1747
553,MaryStuart2009,Broadhurst ,Mary Stuart,Revival,Play,Drama,,"Apr 19, 2009","Aug 16, 2009",137,15,1186
554,MasterClass1995,John Golden ,Master Class,Original,Play,,,"Nov 05, 1995","Jun 29, 1997",598,9,805
555,MasterClass2011,Samuel J. Friedman ,Master Class,Revival,Play,,,"Jul 07, 2011","Sep 04, 2011",67,10,650
556,Mastergate1989,Criterion Center Stage Right,Mastergate,Original,Play,Comedy,Satire,"Oct 12, 1989","Dec 10, 1989",69,18,499
557,Match2004,Gerald Schoenfeld ,Match,Original,Play,Drama,,"Apr 08, 2004","May 23, 2004",53,6,1079
558,MatildaTheMusical2013,Shubert ,Matilda The Musical,Original,Musical,,,"Apr 11, 2013","Jan 01, 2017",1554,36,1460
559,Mauritius2007,Samuel J. Friedman ,Mauritius,Original,Play,,,"Oct 04, 2007","Nov 25, 2007",61,8,650
560,Mayor1985,Latin Quarter,Mayor,Original,Musical,,,"Oct 23, 1985","Jan 05, 1986",70,10,499
561,MeandMyGirl1986,Marquis ,Me and My Girl,Original,Musical,Comedy,,"Aug 10, 1986","Dec 31, 1989",1420,41,1612
562,Medea1994,Longacre ,Medea,Revival,Play,Drama,Tragedy,"Apr 07, 1994","Jun 26, 1994",83,16,1091
563,Medea2002,Brooks Atkinson ,Medea,Revival,Play,Drama,Tragedy,"Dec 10, 2002","Feb 22, 2003",78,17,1094
564,MeetMeinSt.Louis1989,Gershwin ,Meet Me in St. Louis,Original,Musical,Comedy,,"Nov 02, 1989","Jun 10, 1990",252,41,1933
565,Memphis2009,Shubert ,Memphis,Original,Musical,,,"Oct 19, 2009","Aug 05, 2012",1165,28,1460
566,Metamorphoses2002,Circle in the Square ,Metamorphoses,Original,Play,Drama,Comedy,"Mar 04, 2002","Feb 16, 2003",400,14,840
567,Metamorphosis1989,Ethel Barrymore ,Metamorphosis,Original,Play,,,"Mar 06, 1989","Jul 01, 1989",97,9,1096
568,Metro1992,Minskoff ,Metro,Original,Musical,,,"Apr 16, 1992","Apr 26, 1992",13,44,1710
569,MillionDollarQuartet2010,Nederlander ,Million Dollar Quartet,Original,Musical,,,"Apr 11, 2010","Jun 12, 2011",489,12,1235
570,Misery2015,Broadhurst ,Misery,Original,Play,Drama,Thriller,"Nov 15, 2015","Feb 14, 2016",102,5,1186
571,MissMargarida'sWay1990,Helen Hayes ,Miss Margarida's Way,Revival,Play,Solo,,"Feb 15, 1990","Feb 25, 1990",11,2,597
572,MissSaigon1991,Broadway ,Miss Saigon,Original,Musical,Drama,,"Apr 11, 1991","Jan 28, 2001",4092,45,1761
573,MissSaigon2017,Broadway ,Miss Saigon,Revival,Musical,Drama,,"Mar 23, 2017","Jan 14, 2018",268,43,1761
574,MixedEmotions1993,John Golden ,Mixed Emotions,Original,Play,,,"Oct 12, 1993","Nov 28, 1993",56,6,805
575,MoonOverBuffalo1995,Al Hirschfeld ,Moon Over Buffalo,Original,Play,Comedy,,"Oct 01, 1995","Jun 30, 1996",309,12,1424
576,MoretoLove1998,Eugene O'Neill ,More to Love,Original,Play,Comedy,,"Oct 15, 1998","Oct 17, 1998",5,4,1066
577,Morning'satSeven2002,Lyceum ,Morning's at Seven,Revival,Play,Comedy,,"Apr 21, 2002","Jul 28, 2002",112,14,922
578,MothersandSons2014,John Golden ,Mothers and Sons,Original,Play,Drama,,"Mar 24, 2014","Jun 22, 2014",104,7,805
579,MotownTheMusical2013,Lunt-Fontanne ,Motown The Musical,Original,Musical,Drama,,"Apr 14, 2013","Jan 18, 2015",738,41,1519
580,MotownTheMusical2016,Nederlander ,Motown The Musical,Original,Musical,Drama,,"Jul 12, 2016","Jul 31, 2016",24,33,1235
581,Movin'Out2002,Richard Rodgers ,Movin' Out,Original,Musical,Dance,,"Oct 24, 2002","Dec 11, 2005",1303,28,1400
582,Mrs.Warren'sProfession2010,American Airlines ,Mrs. Warren's Profession,Revival,Play,Comedy,Tragedy,"Oct 03, 2010","Nov 28, 2010",65,10,740
583,MuchAdoAboutNothing1984,Gershwin ,Much Ado About Nothing,Revival,Play,Comedy,,"Oct 14, 1984","Jan 16, 1985",53,26,1933
584,MuleBone1991,Ethel Barrymore ,Mule Bone,Original,Play,,,"Feb 14, 1991","Apr 14, 1991",68,33,1096
585,MyFairLady1993,August Wilson ,My Fair Lady,Revival,Musical,Comedy,Romantic Comedy,"Dec 09, 1993","May 01, 1994",165,32,1228
586,MyFavoriteYear1992,Vivian Beaumont ,My Favorite Year,Original,Musical,,,"Dec 10, 1992","Jan 10, 1993",36,31,1080
587,MyOneAndOnly1983,St. James ,My One And Only,Original,Musical,Comedy,,"May 01, 1983","Mar 03, 1985",767,27,1709
588,MyThingOfLove1995,Al Hirschfeld ,My Thing Of Love,Original,Play,,,"May 03, 1995","May 14, 1995",12,7,1424
589,"Natasha,Pierre&TheGreatCometof18122016",Imperial ,"Natasha, Pierre & The Great Comet of 1812",Original,Musical,,,"Nov 14, 2016","Sep 03, 2017",336,33,1443
590,NeverGonnaDance2003,Broadhurst ,Never Gonna Dance,Original,Musical,Comedy,,"Dec 04, 2003","Feb 15, 2004",84,28,1186
591,NewsiesTheMusical2012,Nederlander ,Newsies The Musical,Original,Musical,Comedy,,"Mar 29, 2012","Aug 24, 2014",1004,33,1235
592,NextFall2010,Helen Hayes ,Next Fall,Original,Play,Drama,,"Mar 11, 2010","Jul 04, 2010",132,9,597
593,NextToNormal2009,Booth ,Next To Normal,Original,Musical,,,"Apr 15, 2009","Jan 16, 2011",733,10,766
594,NiceWorkIfYouCanGetIt2012,Imperial ,Nice Work If You Can Get It,Original,Musical,Comedy,,"Apr 24, 2012","Jun 15, 2013",478,26,1443
595,Nick&Nora1991,Marquis ,Nick & Nora,Original,Musical,,,"Dec 08, 1991","Dec 15, 1991",9,24,1612
596,NightMustFall1999,Helen Hayes ,Night Must Fall,Revival,Play,Mystery,,"Mar 08, 1999","Jun 27, 1999",119,12,597
597,Nine1982,Richard Rodgers ,Nine,Original,Musical,Drama,,"May 09, 1982","Feb 04, 1984",729,30,1400
598,Nine2003,Eugene O'Neill ,Nine,Revival,Musical,Drama,,"Apr 10, 2003","Dec 14, 2003",283,22,1066
599,NoMan'sLand1994,Criterion Center Stage Right,No Man's Land,Revival,Play,,,"Jan 27, 1994","Mar 20, 1994",61,6,499
600,NoMan'sLand2013,Cort ,No Man's Land,Revival,Play,Drama,,"Nov 24, 2013","Mar 30, 2014",68,6,1084
601,NoisesOff1983,Brooks Atkinson ,Noises Off,Original,Play,Comedy,Farce,"Dec 11, 1983","Apr 06, 1985",553,14,1094
602,NoisesOff2001,Brooks Atkinson ,Noises Off,Revival,Play,Comedy,Farce,"Nov 01, 2001","Sep 01, 2002",348,14,1094
603,NoisesOff2016,American Airlines ,Noises Off,Revival,Play,Comedy,Farce,"Jan 14, 2016","Mar 13, 2016",67,13,740
604,NotAboutNightingales1999,Circle in the Square ,Not About Nightingales,Original,Play,Drama,,"Feb 25, 1999","Jun 13, 1999",125,23,840
605,November2008,Ethel Barrymore ,November,Original,Play,Comedy,,"Jan 17, 2008","Jul 13, 2008",205,9,1096
